id,drug_concept_id,ingredient_concept_id,amount_value,amount_unit_concept_id,numerator_value,numerator_unit_concept_id,denominator_value,denominator_unit_concept_id,box_size,valid_start_date,valid_end_date,invalid_reason
136882,46275349,40163674,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136883,46275349,40163676,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136884,46275349,40163678,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136885,46275349,40163680,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136886,46275349,40163682,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136887,46275349,40163684,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136888,46275349,40163686,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136889,46275349,40163688,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136890,46275349,40163690,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136891,46275349,40163692,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136892,46275349,40163694,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136893,46275349,40163696,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136894,46275349,40163698,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136895,46275349,40163700,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136896,46275349,40163702,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136897,46275349,40163704,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136898,46275349,40163706,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136899,46275349,40163708,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136900,46275349,40163710,NA,NA,0.025,8576,0.5,8587,NA,2009-08-02,2099-12-31,NA
136906,46275378,1367571,NA,NA,1000,8510,500,8587,NA,2009-05-31,2099-12-31,NA
136914,46275400,1367571,NA,NA,25000,8510,250,8587,NA,2009-05-31,2099-12-31,NA
136931,46275647,46275993,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
136932,46275647,46275996,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
136933,46275647,46275999,NA,NA,0.03,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
136946,46275794,1114220,NA,NA,0.4,8576,1,8587,NA,1970-01-01,2099-12-31,NA
136953,46275916,1343916,NA,NA,1,8576,1,8587,NA,1970-01-01,2099-12-31,NA
136954,46275918,1343916,NA,NA,1,8576,1,8587,NA,1970-01-01,2099-12-31,NA
136988,46276327,1736887,NA,NA,600,8576,300,8587,NA,1970-01-01,2099-12-31,NA
136989,46276333,1309944,NA,NA,150,8576,3,8587,NA,2009-03-01,2099-12-31,NA
136996,46287382,1797513,NA,NA,200,8576,100,8587,NA,1970-01-01,2099-12-31,NA
136997,46287384,1797513,NA,NA,400,8576,200,8587,NA,1970-01-01,2099-12-31,NA
137004,46287424,1136980,NA,NA,30,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137006,46287440,1742253,NA,NA,250,8576,50,8587,NA,1970-01-01,2099-12-31,NA
137009,46287449,1742253,NA,NA,750,8576,150,8587,NA,1970-01-01,2099-12-31,NA
137010,46287450,1742253,NA,NA,750,8576,150,8587,NA,1970-01-01,2099-12-31,NA
137030,46287545,1135766,NA,NA,10,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137038,46287615,914335,NA,NA,0.4,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137039,46287618,708298,NA,NA,2,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137051,35603397,19037038,NA,NA,1000,8576,10,8587,NA,1970-01-01,2099-12-31,NA
137056,35602744,19044727,NA,NA,10,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137059,35602752,713192,NA,NA,150,8576,2,8587,NA,2009-08-02,2099-12-31,NA
137060,35602753,713192,NA,NA,150,8576,2,8587,NA,2009-08-02,2099-12-31,NA
137061,35602775,740910,NA,NA,100,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137091,35603034,1369939,NA,NA,5000,8576,20,8587,NA,1970-01-01,2099-12-31,NA
137097,35603045,19061088,NA,NA,0.4,8576,100,8587,NA,1970-01-01,2099-12-31,NA
137099,35603224,956874,NA,NA,100,8576,10,8587,NA,1970-01-01,2099-12-31,NA
137100,35603226,956874,NA,NA,20,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137101,35603227,956874,NA,NA,40,8576,4,8587,NA,1970-01-01,2099-12-31,NA
137102,35603238,766529,NA,NA,5,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137131,35605311,1754994,NA,NA,400,8576,200,8587,NA,1970-01-01,2099-12-31,NA
137132,35605312,1754994,NA,NA,200,8576,100,8587,NA,1970-01-01,2099-12-31,NA
137135,35605582,1301125,NA,NA,10000,8510,1,8587,NA,1970-01-01,2099-12-31,NA
137153,35606204,1517070,NA,NA,0.004,8576,1,8587,NA,2009-02-01,2099-12-31,NA
137154,35606217,1129625,NA,NA,50,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137164,35603600,1126658,NA,NA,2,8576,1,8587,NA,2010-02-28,2099-12-31,NA
137166,35603626,1126658,NA,NA,50,8576,5,8587,NA,2010-02-28,2099-12-31,NA
137171,35603636,1126658,NA,NA,1,8576,1,8587,NA,2010-02-28,2099-12-31,NA
137172,35603805,1126658,NA,NA,2,8576,1,8587,NA,2010-02-28,2099-12-31,NA
137238,35604998,1110410,NA,NA,2,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137240,35605003,1342001,NA,NA,2.5,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137274,35605815,45775571,NA,NA,0.4,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137275,35605816,45775571,NA,NA,0.4,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137285,35605844,1110410,NA,NA,4,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137288,35605858,1110410,NA,NA,5,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137319,35606521,1703687,NA,NA,500,8576,10,8587,NA,1970-01-01,2099-12-31,NA
137321,35603428,1154029,NA,NA,0.1,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137325,35603433,1154029,NA,NA,2.5,8576,50,8587,NA,1970-01-01,2099-12-31,NA
137350,35603875,19063575,NA,NA,100,8576,10,8587,NA,2010-06-06,2099-12-31,NA
137370,35604143,1511646,NA,NA,30,8576,10,8587,NA,1970-01-01,2099-12-31,NA
137379,35604321,989878,NA,NA,50,8576,5,8587,NA,1970-01-01,2099-12-31,NA
137380,35604322,989878,NA,NA,50,8576,5,8587,NA,1970-01-01,2099-12-31,NA
137381,35604323,989878,NA,NA,20,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137385,35604327,997881,NA,NA,600,8576,4,8587,NA,1970-01-01,2099-12-31,NA
137397,35604352,989878,NA,NA,40,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137413,35605482,1000560,NA,NA,4,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137414,35605490,1395557,NA,NA,50,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137429,35605728,1344143,NA,NA,12500,8576,50,8587,NA,1970-01-01,2099-12-31,NA
137438,35605898,1344143,NA,NA,25000,8576,500,8587,NA,1970-01-01,2099-12-31,NA
137445,35605935,1344143,NA,NA,12500,8576,250,8587,NA,1970-01-01,2099-12-31,NA
137448,35605941,1344143,NA,NA,25000,8576,500,8587,NA,1970-01-01,2099-12-31,NA
137450,35606118,1344143,NA,NA,12500,8576,250,8587,NA,1970-01-01,2099-12-31,NA
137467,35606147,1344143,NA,NA,12500,8576,50,8587,NA,1970-01-01,2099-12-31,NA
137468,35606149,1344143,NA,NA,25000,8576,100,8587,NA,1970-01-01,2099-12-31,NA
137478,35606564,1337860,NA,NA,400,8576,250,8587,NA,2011-07-31,2099-12-31,NA
137523,42629406,1512446,NA,NA,0.002,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137527,42629416,19089969,NA,NA,25,8576,50,8587,NA,2016-06-06,2099-12-31,NA
137544,42629595,1328165,NA,NA,25,8576,5,8587,NA,1970-01-01,2099-12-31,NA
137545,42629597,1328165,NA,NA,50,8576,10,8587,NA,1970-01-01,2099-12-31,NA
137546,42629598,1328165,NA,NA,125,8576,25,8587,NA,1970-01-01,2099-12-31,NA
137549,42628885,994058,NA,NA,50000,8576,500,8587,NA,1970-01-01,2099-12-31,NA
137553,42628893,994058,NA,NA,100000,8576,500,8587,NA,1970-01-01,2099-12-31,NA
137557,42628911,19078097,NA,NA,10,8576,10,8587,NA,2010-07-04,2099-12-31,NA
137567,42628989,1368671,NA,NA,20,8576,100,8587,NA,2016-06-06,2099-12-31,NA
137602,36249613,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137603,36249613,967823,NA,NA,2000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137622,36249687,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137623,36249687,967823,NA,NA,4500,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137632,36249703,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137633,36249703,967823,NA,NA,9000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137642,36249712,1560524,NA,NA,100000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137648,36249734,1560524,NA,NA,25000,8576,500,8587,NA,1970-01-01,2099-12-31,NA
137649,36249736,1560524,NA,NA,5000,8576,100,8587,NA,1970-01-01,2099-12-31,NA
137650,36249737,1560524,NA,NA,12500,8576,250,8587,NA,1970-01-01,2099-12-31,NA
137651,36249738,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137652,36249739,1560524,NA,NA,2500,8576,50,8587,NA,1970-01-01,2099-12-31,NA
137653,36249752,1560524,NA,NA,1250,8576,25,8587,NA,1970-01-01,2099-12-31,NA
137654,36249753,1560524,NA,NA,7500,8576,150,8587,NA,1970-01-01,2099-12-31,NA
137659,36249934,19054242,NA,NA,50,8576,5,8587,NA,1970-01-01,2099-12-31,NA
137723,36249513,46275993,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
137724,36249513,46275996,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
137725,36249513,46275999,NA,NA,0.03,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
137759,40221329,723013,NA,NA,10,8576,2,8587,NA,1970-01-01,2099-12-31,NA
137760,40221350,1707687,NA,NA,1000,8576,200,8587,NA,1970-01-01,2099-12-31,NA
137761,40221352,1707687,NA,NA,750,8576,150,8587,NA,1970-01-01,2099-12-31,NA
137762,40221353,1707687,NA,NA,500,8576,100,8587,NA,1970-01-01,2099-12-31,NA
137768,40221369,967823,NA,NA,4500,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137769,40221371,967823,NA,NA,7020,8576,30,8587,NA,1970-01-01,2099-12-31,NA
137772,40221381,967823,NA,NA,1350,8576,150,8587,NA,1970-01-01,2099-12-31,NA
137774,40221384,967823,NA,NA,450,8576,50,8587,NA,1970-01-01,2099-12-31,NA
137775,40221385,967823,NA,NA,900,8576,100,8587,NA,1970-01-01,2099-12-31,NA
137776,40221386,967823,NA,NA,2250,8576,250,8587,NA,1970-01-01,2099-12-31,NA
137777,40221387,967823,NA,NA,4500,8576,500,8587,NA,1970-01-01,2099-12-31,NA
137781,40220357,967823,NA,NA,9000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137786,40220388,753626,NA,NA,1000,8576,100,8587,NA,1970-01-01,2099-12-31,NA
137787,40220391,753626,NA,NA,500,8576,50,8587,NA,1970-01-01,2099-12-31,NA
137790,40220394,753626,NA,NA,200,8576,20,8587,NA,1970-01-01,2099-12-31,NA
137891,1719046,1518254,NA,NA,4,8576,1,8587,NA,1970-01-01,2099-12-31,NA
137932,1718696,19049105,NA,NA,20,9551,10,8587,NA,1970-01-01,2099-12-31,NA
137933,1718698,19049105,NA,NA,40,9551,20,8587,NA,1970-01-01,2099-12-31,NA
137941,1718752,19049105,NA,NA,20,9551,50,8587,NA,1970-01-01,2099-12-31,NA
137955,1593063,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
137956,1593063,19049105,NA,NA,20,9551,1000,8587,NA,1970-01-01,2099-12-31,NA
137957,1593063,967823,NA,NA,4500,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
138037,1593966,939506,NA,NA,4200,8576,50,8587,NA,1970-01-01,2099-12-31,NA
138038,1593969,1361711,NA,NA,100,8576,250,8587,NA,1970-01-01,2099-12-31,NA
138061,1592526,1126658,NA,NA,1,8576,1,8587,NA,2010-02-28,2099-12-31,NA
138065,1592539,990499,NA,NA,4140,8576,15,8587,NA,1970-01-01,2099-12-31,NA
138066,1592539,991710,NA,NA,2130,8576,15,8587,NA,1970-01-01,2099-12-31,NA
138073,1592668,1126658,NA,NA,0.5,8576,0.5,8587,NA,2010-02-28,2099-12-31,NA
138193,1593698,19027362,NA,NA,3360,8576,15,8587,NA,1970-01-01,2099-12-31,NA
138194,1593698,19076714,NA,NA,3540,8576,15,8587,NA,1970-01-01,2099-12-31,NA
138322,953102,953076,NA,NA,20,8576,50,8587,NA,1970-01-01,2099-12-31,NA
138410,1560163,46275993,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
138411,1560163,46275996,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
138412,1560163,46275999,NA,NA,0.03,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
138553,19030761,1301125,NA,NA,2000,8510,1,8587,NA,1970-01-01,2099-12-31,NA
138554,19030762,1301125,NA,NA,2000,8510,1,8587,NA,1970-01-01,2099-12-31,NA
138559,19030765,1301125,NA,NA,4000,8510,1,8587,NA,1970-01-01,2099-12-31,NA
138560,19030766,1301125,NA,NA,4000,8510,1,8587,NA,1970-01-01,2099-12-31,NA
138575,19036210,19020994,NA,NA,50,8576,2,8587,NA,1970-01-01,2099-12-31,NA
138584,19040856,1321341,NA,NA,4,8576,4,8587,NA,1970-01-01,2099-12-31,NA
138618,35202043,1507835,NA,NA,20,8510,1,8587,NA,1970-01-01,2099-12-31,NA
138661,1366754,19037038,NA,NA,2000,8576,100,8587,NA,1970-01-01,2099-12-31,NA
138695,1301168,1301125,NA,NA,40000,8510,1,8587,NA,1970-01-01,2099-12-31,NA
138760,1361662,46275993,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
138761,1361662,46275996,NA,NA,0.015,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
138762,1361662,46275999,NA,NA,0.03,8576,0.5,8587,NA,2015-09-08,2099-12-31,NA
139122,1399178,1399177,NA,NA,62.5,8576,5,8587,NA,1970-01-01,2099-12-31,NA
139128,19059412,19019122,NA,NA,50000,8576,500,8587,NA,1970-01-01,2099-12-31,NA
139216,1311105,1311078,NA,NA,2000,8576,20,8587,NA,1970-01-01,2099-12-31,NA
139749,19061089,19061088,NA,NA,0.2,8576,2,8587,NA,1970-01-01,2099-12-31,NA
139750,1333372,1333357,NA,NA,60,8576,10,8587,NA,1970-01-01,2099-12-31,NA
139758,19075429,997881,NA,NA,600,8576,50,8587,NA,1970-01-01,2099-12-31,NA
139761,19076077,1311799,NA,NA,20,8576,4,8587,NA,1970-01-01,2099-12-31,NA
139763,19076175,19061088,NA,NA,0.2,8576,2,8587,NA,1970-01-01,2099-12-31,NA
139772,19076658,1337720,NA,NA,250,8576,250,8587,NA,1970-01-01,2099-12-31,NA
139779,19077631,45892419,NA,NA,80,8576,50,8587,NA,2015-03-02,2099-12-31,NA
139786,19078921,906780,NA,NA,10,8576,2,8587,NA,1970-01-01,2099-12-31,NA
139787,1707348,1707164,NA,NA,500,8576,100,8587,NA,1970-01-01,2099-12-31,NA
139791,19079138,1522957,NA,NA,0.1,8576,1,8587,NA,1970-01-01,2099-12-31,NA
139792,19079139,1522957,NA,NA,0.5,8576,1,8587,NA,1970-01-01,2099-12-31,NA
139797,19079322,19049105,NA,NA,10,9551,100,8587,NA,1970-01-01,2099-12-31,NA
139810,752209,752061,NA,NA,10,8576,2,8587,NA,1970-01-01,2099-12-31,NA
139840,1139059,1139042,NA,NA,6000,8576,30,8587,NA,1970-01-01,2099-12-31,NA
139842,19112656,1125315,NA,NA,1000,8576,100,8587,NA,1970-01-01,2099-12-31,NA
139864,19123353,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
139865,19123353,19049105,NA,NA,40,9551,1000,8587,NA,1970-01-01,2099-12-31,NA
139866,19123353,967823,NA,NA,4500,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
139867,19123359,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
139868,19123359,19049105,NA,NA,20,9551,1000,8587,NA,1970-01-01,2099-12-31,NA
139869,19123359,967823,NA,NA,9000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
139870,968274,1560524,NA,NA,50000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
139871,968274,19049105,NA,NA,40,9551,1000,8587,NA,1970-01-01,2099-12-31,NA
139872,968274,967823,NA,NA,9000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
139881,968304,19049105,NA,NA,20,9551,1000,8587,NA,1970-01-01,2099-12-31,NA
139882,968304,967823,NA,NA,9000,8576,1000,8587,NA,1970-01-01,2099-12-31,NA
139889,711620,711584,NA,NA,500,8576,5,8587,NA,1970-01-01,2099-12-31,NA
139898,997997,997881,NA,NA,600,8576,50,8587,NA,1970-01-01,2099-12-31,NA
139917,1344245,1343916,NA,NA,1,8576,10,8587,NA,1970-01-01,2099-12-31,NA
139925,1560751,1560524,NA,NA,25000,8576,50,8587,NA,1970-01-01,2099-12-31,NA
139960,19127213,967823,NA,NA,90,8576,10,8587,NA,1970-01-01,2099-12-31,NA
139996,19127417,967823,NA,NA,15000,8576,500,8587,NA,1970-01-01,2099-12-31,NA
140090,19129446,791967,NA,NA,2,8576,1,8587,NA,1970-01-01,2099-12-31,NA
140113,939832,939506,NA,NA,4200,8576,50,8587,NA,1970-01-01,2099-12-31,NA
140265,19036829,19036781,NA,NA,1000,8576,10,8587,NA,1970-01-01,2099-12-31,NA
140403,40160971,1301025,NA,NA,30,8576,0.3,8587,NA,1970-01-01,2099-12-31,NA
140404,40160973,1301025,NA,NA,40,8576,0.4,8587,NA,1970-01-01,2099-12-31,NA
140405,40160974,1301025,NA,NA,40,8576,0.4,8587,NA,1970-01-01,2099-12-31,NA
140407,40160990,1301025,NA,NA,60,8576,0.6,8587,NA,1970-01-01,2099-12-31,NA
140409,40160992,1301025,NA,NA,80,8576,0.8,8587,NA,1970-01-01,2099-12-31,NA
140410,40160993,1301025,NA,NA,120,8576,0.8,8587,NA,1970-01-01,2099-12-31,NA
140413,40160996,1301025,NA,NA,100,8576,1,8587,NA,1970-01-01,2099-12-31,NA
140452,40165069,1318137,NA,NA,40,8576,200,8587,NA,1970-01-01,2099-12-31,NA
140453,40165076,1318137,NA,NA,25,8576,10,8587,NA,1970-01-01,2099-12-31,NA
140460,40164847,1136980,NA,NA,15,8576,1,8587,NA,1970-01-01,2099-12-31,NA
140484,40163872,1102527,NA,NA,50,8576,1,8587,NA,1970-01-01,2099-12-31,NA
140498,40167196,1307046,NA,NA,5,8576,5,8587,NA,1970-01-01,2099-12-31,NA
140512,40168892,719174,NA,NA,2,8576,2,8587,NA,1970-01-01,2099-12-31,NA
140536,40173105,1126658,NA,NA,2,8576,1,8587,NA,2010-02-28,2099-12-31,NA
140592,40174776,1373928,NA,NA,20,8576,1,8587,NA,1970-01-01,2099-12-31,NA
140626,40185298,909841,NA,NA,12,8576,0.6,8587,NA,2010-06-06,2099-12-31,NA
140630,40182875,19063575,NA,NA,2000,8576,100,8587,NA,2010-06-06,2099-12-31,NA
140642,40180076,1153013,NA,NA,25,8576,1,8587,NA,1970-01-01,2099-12-31,NA
140655,40222677,777221,NA,NA,25,8576,1,8587,NA,1970-01-01,2099-12-31,NA
140668,40223140,1110410,NA,NA,2,8576,1,8587,NA,1970-01-01,2099-12-31,NA
141254,528323,528323,NA,8576,NA,NA,NA,NA,NA,2008-06-29,2099-12-31,NA
141497,703547,703547,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141500,704943,704943,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141502,705103,705103,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141506,705944,705944,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141508,708298,708298,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141511,710062,710062,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141514,711584,711584,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141516,712615,712615,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141519,713192,713192,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141523,714785,714785,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141524,715233,715233,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141525,715259,715259,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141529,715939,715939,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141530,715997,715997,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141532,717136,717136,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141535,718583,718583,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141538,719174,719174,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141539,719311,719311,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141543,722031,722031,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141545,723013,723013,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141550,725131,725131,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141560,732893,732893,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141561,733008,733008,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141562,733301,733301,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141565,734275,734275,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141566,734354,734354,NA,8576,NA,NA,NA,NA,NA,2005-07-24,2099-12-31,NA
141570,735951,735951,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141571,735979,735979,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141575,739138,739138,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141701,740275,740275,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141703,740910,740910,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141784,742267,742267,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141788,744740,744740,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141791,745466,745466,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141798,750982,750982,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141804,752061,752061,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141806,753626,753626,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141809,755695,755695,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141820,766529,766529,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141821,766814,766814,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141824,777221,777221,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141826,778474,778474,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141827,778711,778711,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141929,781039,781039,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141930,781182,781182,NA,8576,NA,NA,NA,NA,NA,2005-12-04,2099-12-31,NA
141934,785649,785649,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141935,785788,785788,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
141977,791967,791967,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142192,797399,797399,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142193,797617,797617,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142196,798874,798874,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142199,836208,836208,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142206,901318,901318,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142207,901656,901656,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142210,902427,902427,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142211,902616,902616,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142212,902722,902722,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142219,903963,903963,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142224,904453,904453,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142242,906780,906780,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142246,907013,907013,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142248,907879,907879,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142252,908523,908523,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142258,909440,909440,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142260,909841,909841,NA,8576,NA,NA,NA,NA,NA,2008-06-29,2099-12-31,NA
142264,911064,911064,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142281,914335,914335,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142284,915175,915175,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142288,915542,915542,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142294,915981,915981,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142304,917006,917006,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142313,919204,919204,NA,8510,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142320,920293,920293,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142326,922570,922570,NA,8510,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
142330,923540,923540,NA,8576,NA,NA,NA,NA,NA,1970-01-01,2099-12-31,NA
